#F CrossSec_BrennanCowan.dat
#C This file has been created using  CrossSec_BrennanCowan fortran program.
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/expg/subgroups/theory/DABAX/dabax.html
#UT Cross Sections from Brennan & Cowan programs
#U3W Sheet_ScatFac
#UIDL xcrosssec
#UD Cross Sections from Brennan & Cowan programs.
#UD 
#UD The cross section factors stored in this file have been calculated 
#UD using the subroutine library by Brennan and Cowan:
#UD S. Brennan and P.L. Cowan (1992), Rev. Sci. Instrum. 63, 850.
#UD  
#UD The photo-electric cross section is calculated using the theoretical
#UD approximation developed by Cromer and Liberman. This theory gives
#UD accurate values far from an absorption edge but does not account 
#UD for the effects of neighboring atoms, which can be 
#UD critical near an absorption edge. 
#UD 
#UD The program suite described by Brennan and Cowan (1992) is
#UD available by ftp from the authors from
#UD http://www-ssrl.slac.stanford.edu/absorb.html or
#UD ftp://ftpa.aps.anl.gov/pub/cross-section_codes/sb-1.0.tar.Z 
#UD WWW interfaces to the values produced by Brennan & Cowan library
#UD can be found at the URL:
#UD http://www.bmsc.washington.edu:80/scatter/AS_periodic.html
#UD http://www.bmsc.washington.edu/scatter/periodic-table.html
#UD 
#UD The data in this file contains 520 energy points in a logarithmic
#UD scale, which can be calculated from:
#UD Cte = log10(1.0D4/30.)/300.
#UD Energy(i) = 30.*10.**((i-1)*Cte), 0<i<521
#UD and are available for elements with Z in from 3 to 92.
#UD 
#UD The Compton and Rayleigh cross sections contained in this file are
#UD calculated using the same library. Compton data are calculated
#UD with the method described in the DABAX file CrossSec_Compton_Balyuzi.dat,
#UD 
#UD Column description: 
#UD 1: PhotonEnergy[eV] 
#UD 2: PhotoElectric[barn/atom] 
#UD 3: Compton(incoherent)[barn/atom]
#UD 4: Rayleigh(coherent)[barn/atom]
#UD 5: TotalCrossSection[barn/atom]
#UD 
#S  3 Li
#UF1ADD  3.0
#N 5
#L  PhotonEnergy[eV]  PhotoElectric[barn/atom]  Compton(incoherent)[barn/atom]  Rayleigh(coherent)[barn/atom]  TotalCrossSection[barn/atom]
  67.659       0.26758E+07   0.44950E-02   0.64520E-01   0.26758E+07  
  68.982       0.26076E+07   0.46928E-02   0.68422E-01   0.26076E+07  
  70.330       0.25398E+07   0.48984E-02   0.72525E-01   0.25398E+07  
  71.706       0.24722E+07   0.51120E-02   0.76838E-01   0.24722E+07  
  73.108       0.24050E+07   0.53340E-02   0.81368E-01   0.24050E+07  
  74.537       0.23383E+07   0.55645E-02   0.86124E-01   0.23383E+07  
  75.994       0.22721E+07   0.58039E-02   0.91116E-01   0.22721E+07  
  77.480       0.22065E+07   0.60524E-02   0.96351E-01   0.22065E+07  
  78.995       0.21415E+07   0.63104E-02   0.10184       0.21415E+07  
  80.540       0.20771E+07   0.65782E-02   0.10759       0.20771E+07  
  82.115       0.20136E+07   0.68560E-02   0.11361       0.20136E+07  
  83.720       0.19508E+07   0.71443E-02   0.11991       0.19508E+07  
  85.357       0.18888E+07   0.74433E-02   0.12650       0.18888E+07  
  87.026       0.18278E+07   0.77533E-02   0.13340       0.18278E+07  
  88.728       0.17677E+07   0.80748E-02   0.14060       0.17677E+07  
  90.462       0.17085E+07   0.84081E-02   0.14812       0.17085E+07  
  92.231       0.16503E+07   0.87534E-02   0.15598       0.16503E+07  
  94.035       0.15932E+07   0.91113E-02   0.16417       0.15932E+07  
  95.873       0.15372E+07   0.94821E-02   0.17272       0.15372E+07  
  97.748       0.14822E+07   0.98661E-02   0.18163       0.14822E+07  
  99.659       0.14283E+07   0.10264E-01   0.19091       0.14283E+07  
  101.61       0.13757E+07   0.10676E-01   0.20057       0.13757E+07  
  103.59       0.13242E+07   0.11102E-01   0.21063       0.13242E+07  
  105.62       0.12739E+07   0.11543E-01   0.22109       0.12739E+07  
  107.68       0.12248E+07   0.12000E-01   0.23196       0.12248E+07  
  109.79       0.11769E+07   0.12472E-01   0.24326       0.11769E+07  
  111.94       0.11302E+07   0.12961E-01   0.25499       0.11302E+07  
  114.13       0.10847E+07   0.13466E-01   0.26717       0.10847E+07  
  116.36       0.10404E+07   0.13988E-01   0.27981       0.10404E+07  
  118.63       0.99731E+06   0.14528E-01   0.29291       0.99731E+06  
  120.95       0.95545E+06   0.15086E-01   0.30650       0.95545E+06  
  123.32       0.91481E+06   0.15663E-01   0.32056       0.91481E+06  
  125.73       0.87537E+06   0.16259E-01   0.33513       0.87537E+06  
  128.19       0.83713E+06   0.16875E-01   0.35020       0.83713E+06  
  130.69       0.80009E+06   0.17511E-01   0.36579       0.80009E+06  
  133.25       0.76424E+06   0.18167E-01   0.38191       0.76424E+06  
  135.85       0.72956E+06   0.18845E-01   0.39856       0.72956E+06  
  138.51       0.69604E+06   0.19545E-01   0.41575       0.69604E+06  
  141.22       0.66366E+06   0.20267E-01   0.43350       0.66366E+06  
  143.98       0.63241E+06   0.21011E-01   0.45180       0.63241E+06  
  146.79       0.60228E+06   0.21780E-01   0.47068       0.60228E+06  
  149.66       0.57324E+06   0.22572E-01   0.49013       0.57324E+06  
  152.59       0.54528E+06   0.23390E-01   0.51017       0.54528E+06  
  155.57       0.51837E+06   0.24232E-01   0.53079       0.51838E+06  
  158.62       0.49250E+06   0.25101E-01   0.55202       0.49250E+06  
  161.72       0.46765E+06   0.25996E-01   0.57384       0.46765E+06  
  164.88       0.44378E+06   0.26918E-01   0.59628       0.44378E+06  
  168.10       0.42088E+06   0.27869E-01   0.61933       0.42088E+06  
  171.39       0.39893E+06   0.28847E-01   0.64299       0.39893E+06  
  174.74       0.37789E+06   0.29855E-01   0.66728       0.37789E+06  
  178.16       0.35776E+06   0.30893E-01   0.69219       0.35776E+06  
  181.64       0.33849E+06   0.31962E-01   0.71773       0.33849E+06  
  185.19       0.32008E+06   0.33061E-01   0.74390       0.32008E+06  
  188.81       0.30248E+06   0.34193E-01   0.77070       0.30248E+06  
  192.51       0.28568E+06   0.35357E-01   0.79813       0.28569E+06  
  196.27       0.26966E+06   0.36554E-01   0.82620       0.26966E+06  
  200.11       0.25438E+06   0.37786E-01   0.85489       0.25438E+06  
  204.02       0.23983E+06   0.39052E-01   0.88422       0.23983E+06  
  208.01       0.22598E+06   0.40354E-01   0.91418       0.22598E+06  
  212.08       0.21280E+06   0.41693E-01   0.94476       0.21280E+06  
  216.22       0.20027E+06   0.43068E-01   0.97596       0.20027E+06  
  220.45       0.18904E+06   0.44481E-01    1.0078       0.18904E+06  
  224.76       0.17963E+06   0.45933E-01    1.0402       0.17963E+06  
  229.15       0.17066E+06   0.47424E-01    1.0733       0.17066E+06  
  233.64       0.16213E+06   0.48955E-01    1.1069       0.16213E+06  
  238.20       0.15400E+06   0.50527E-01    1.1411       0.15400E+06  
  242.86       0.14626E+06   0.52141E-01    1.1759       0.14626E+06  
  247.61       0.13889E+06   0.53798E-01    1.2113       0.13889E+06  
  252.45       0.13187E+06   0.55498E-01    1.2473       0.13187E+06  
  257.39       0.12520E+06   0.57242E-01    1.2838       0.12520E+06  
  262.42       0.11885E+06   0.59031E-01    1.3208       0.11885E+06  
  267.55       0.11280E+06   0.60865E-01    1.3584       0.11280E+06  
  272.78       0.10705E+06   0.62747E-01    1.3965       0.10705E+06  
  278.12       0.10158E+06   0.64675E-01    1.4351       0.10158E+06  
  283.55        96378.       0.66652E-01    1.4742        96380.      
  289.10        91431.       0.68679E-01    1.5137        91433.      
  294.75        86727.       0.70755E-01    1.5537        86728.      
  300.51        82254.       0.72882E-01    1.5941        82256.      
  306.39        78002.       0.75060E-01    1.6350        78004.      
  312.38        73961.       0.77291E-01    1.6762        73963.      
  318.49        70120.       0.79576E-01    1.7178        70122.      
  324.71        66471.       0.81914E-01    1.7598        66473.      
  331.06        63003.       0.84308E-01    1.8021        63005.      
  337.54        59709.       0.86757E-01    1.8447        59711.      
  344.14        56580.       0.89263E-01    1.8875        56582.      
  350.86        53608.       0.91827E-01    1.9307        53610.      
  357.73        50786.       0.94449E-01    1.9741        50788.      
  364.72        48107.       0.97131E-01    2.0177        48109.      
  371.85        45563.       0.99872E-01    2.0614        45565.      
  379.12        43148.       0.10267        2.1053        43150.      
  386.53        40856.       0.10554        2.1494        40859.      
  394.09        38681.       0.10847        2.1935        38684.      
  401.80        36617.       0.11146        2.2378        36620.      
  409.65        34659.       0.11451        2.2820        34662.      
  417.66        32802.       0.11763        2.3263        32804.      
  425.83        31040.       0.12082        2.3706        31043.      
  434.16        29369.       0.12407        2.4148        29372.      
  442.64        27785.       0.12739        2.4589        27787.      
  451.30        26283.       0.13077        2.5029        26285.      
  460.12        24859.       0.13423        2.5468        24861.      
  469.12        23509.       0.13776        2.5905        23511.      
  478.29        22229.       0.14136        2.6340        22232.      
  487.64        21017.       0.14502        2.6772        21020.      
  497.18        19868.       0.14877        2.7202        19871.      
  506.90        18780.       0.15258        2.7629        18783.      
  516.81        17749.       0.15647        2.8052        17752.      
  526.92        16772.       0.16043        2.8472        16775.      
  537.22        15848.       0.16446        2.8887        15851.      
  547.72        14972.       0.16858        2.9299        14975.      
  558.43        14143.       0.17276        2.9705        14146.      
  569.35        13358.       0.17703        3.0107        13361.      
  580.48        12615.       0.18137        3.0503        12619.      
  591.83        11912.       0.18579        3.0894        11916.      
  603.40        11247.       0.19029        3.1279        11251.      
  615.20        10618.       0.19487        3.1657        10621.      
  627.23        10022.       0.19953        3.2029        10026.      
  639.50        9459.1       0.20427        3.2395        9462.5      
  652.00        8926.4       0.20910        3.2753        8929.9      
  664.75        8422.6       0.21400        3.3103        8426.1      
  677.74        7946.3       0.21898        3.3446        7949.8      
  691.00        7495.9       0.22405        3.3781        7499.5      
  704.51        7070.2       0.22920        3.4108        7073.9      
  718.28        6667.9       0.23444        3.4426        6671.5      
  732.33        6287.6       0.23975        3.4736        6291.3      
  746.65        5928.3       0.24516        3.5036        5932.1      
  761.24        5588.8       0.25064        3.5328        5592.6      
  776.13        5268.1       0.25622        3.5609        5272.0      
  791.30        4965.2       0.26187        3.5881        4969.1      
  806.78        4679.1       0.26762        3.6143        4683.0      
  822.55        4409.0       0.27345        3.6395        4412.9      
  838.63        4153.9       0.27936        3.6637        4157.8      
  855.03        3913.1       0.28536        3.6868        3917.1      
  871.75        3685.8       0.29145        3.7089        3689.8      
  888.79        3471.2       0.29762        3.7298        3475.2      
  906.17        3268.8       0.30389        3.7497        3272.8      
  923.89        3077.7       0.31023        3.7684        3081.8      
  941.95        2897.5       0.31667        3.7860        2901.6      
  960.37        2727.4       0.32319        3.8025        2731.6      
  979.15        2567.1       0.32980        3.8178        2571.2      
  998.29        2415.8       0.33650        3.8320        2420.0      
  1017.8        2276.7       0.34328        3.8450        2280.9      
  1037.7        2145.7       0.35015        3.8568        2149.9      
  1058.0        2022.1       0.35711        3.8674        2026.3      
  1078.7        1905.5       0.36415        3.8769        1909.8      
  1099.8        1795.5       0.37128        3.8851        1799.8      
  1121.3        1691.8       0.37850        3.8922        1696.0      
  1143.2        1593.9       0.38580        3.8980        1598.2      
  1165.6        1501.5       0.39318        3.9027        1505.8      
  1188.4        1414.5       0.40066        3.9061        1418.8      
  1211.6        1332.3       0.40822        3.9084        1336.7      
  1235.3        1254.9       0.41586        3.9094        1259.2      
  1259.4        1181.9       0.42358        3.9093        1186.2      
  1284.1        1113.0       0.43139        3.9079        1117.4      
  1309.2        1048.1       0.43929        3.9054        1052.5      
  1334.8        986.91       0.44726        3.9017        991.25      
  1360.9        929.21       0.45532        3.8969        933.57      
  1387.5        874.83       0.46346        3.8908        879.19      
  1414.6        823.58       0.47168        3.8837        827.93      
  1442.2        775.27       0.47998        3.8754        779.62      
  1470.4        729.74       0.48836        3.8659        734.10      
  1499.2        686.84       0.49682        3.8554        691.19      
  1528.5        646.42       0.50536        3.8437        650.77      
  1558.4        608.33       0.51397        3.8310        612.67      
  1588.9        572.45       0.52267        3.8172        576.79      
  1619.9        538.64       0.53143        3.8023        542.97      
  1651.6        506.80       0.54027        3.7864        511.12      
  1683.9        476.80       0.54919        3.7695        481.12      
  1716.8        448.55       0.55817        3.7516        452.86      
  1750.4        421.94       0.56723        3.7327        426.24      
  1784.6        396.88       0.57636        3.7128        401.17      
  1819.5        373.29       0.58555        3.6920        377.56      
  1855.1        351.07       0.59482        3.6703        355.33      
  1891.4        330.15       0.60415        3.6477        334.40      
  1928.3        310.46       0.61355        3.6242        314.70      
  1966.0        291.92       0.62301        3.5999        296.14      
  2004.5        274.47       0.63254        3.5747        278.67      
  2043.7        258.04       0.64213        3.5487        262.23      
  2083.6        242.58       0.65177        3.5220        246.75      
  2124.4        228.03       0.66148        3.4945        232.18      
  2165.9        214.33       0.67124        3.4662        218.47      
  2208.3        201.45       0.68106        3.4373        205.57      
  2251.4        189.33       0.69094        3.4077        193.43      
  2295.5        177.92       0.70087        3.3774        182.00      
  2340.3        167.19       0.71085        3.3465        171.25      
  2386.1        157.09       0.72088        3.3149        161.13      
  2432.8        147.60       0.73096        3.2829        151.61      
  2480.3        138.67       0.74108        3.2502        142.66      
  2528.8        130.27       0.75125        3.2171        134.24      
  2578.3        122.37       0.76146        3.1834        126.32      
  2628.7        114.94       0.77172        3.1493        118.86      
  2680.1        107.96       0.78201        3.1147        111.86      
  2732.5        101.39       0.79234        3.0797        105.26      
  2785.9        95.217       0.80271        3.0443        99.064      
  2840.4        89.412       0.81311        3.0086        93.234      
  2895.9        83.956       0.82355        2.9725        87.752      
  2952.5        78.827       0.83401        2.9361        82.597      
  3010.3        74.014       0.84451        2.8994        77.758      
  3069.1        69.527       0.85502        2.8624        73.245      
  3129.1        65.310       0.86557        2.8252        69.001      
  3190.3        61.345       0.87614        2.7878        65.009      
  3252.7        57.619       0.88672        2.7503        61.256      
  3316.3        54.116       0.89733        2.7125        57.726      
  3381.1        50.824       0.90795        2.6746        54.406      
  3447.2        47.729       0.91859        2.6366        51.285      
  3514.6        44.822       0.92923        2.5985        48.349      
  3583.4        42.089       0.93989        2.5603        45.589      
  3653.4        39.521       0.95056        2.5221        42.993      
  3724.9        37.108       0.96123        2.4838        40.553      
  3797.7        34.840       0.97191        2.4456        38.258      
  3872.0        32.710       0.98258        2.4073        36.100      
  3947.7        30.709       0.99326        2.3691        34.071      
  4024.8        28.828        1.0039        2.3310        32.163      
  4103.5        27.062        1.0146        2.2929        30.369      
  4183.8        25.402        1.0253        2.2549        28.682      
  4265.6        23.843        1.0359        2.2171        27.096      
  4349.0        22.379        1.0465        2.1793        25.605      
  4434.0        21.004        1.0572        2.1418        24.203      
  4520.7        19.712        1.0678        2.1044        22.884      
  4609.1        18.499        1.0784        2.0671        21.645      
  4699.2        17.360        1.0889        2.0301        20.479      
  4791.1        16.290        1.0995        1.9933        19.383      
  4884.8        15.285        1.1100        1.9567        18.352      
  4980.3        14.342        1.1205        1.9203        17.383      
  5077.7        13.456        1.1309        1.8843        16.471      
  5176.9        12.625        1.1414        1.8484        15.614      
  5278.2        11.844        1.1517        1.8129        14.808      
  5381.4        11.111        1.1621        1.7777        14.050      
  5486.6        10.422        1.1724        1.7427        13.338      
  5593.9        9.7765        1.1827        1.7081        12.667      
  5703.2        9.1701        1.1929        1.6738        12.037      
  5814.8        8.6009        1.2031        1.6399        11.444      
  5928.4        8.0667        1.2132        1.6063        10.886      
  6044.4        7.5653        1.2233        1.5730        10.362      
  6162.5        7.0947        1.2333        1.5401        9.8681      
  6283.0        6.6531        1.2433        1.5076        9.4040      
  6405.9        6.2387        1.2532        1.4755        8.9674      
  6531.1        5.8498        1.2631        1.4438        8.5566      
  6658.8        5.4849        1.2728        1.4124        8.1701      
  6789.0        5.1425        1.2826        1.3815        7.8065      
  6921.8        4.8213        1.2922        1.3509        7.4644      
  7057.1        4.5199        1.3018        1.3208        7.1425      
  7195.1        4.2372        1.3113        1.2910        6.8395      
  7335.8        3.9719        1.3208        1.2617        6.5544      
  7479.2        3.7231        1.3301        1.2328        6.2861      
  7625.5        3.4897        1.3394        1.2044        6.0335      
  7774.5        3.2708        1.3487        1.1763        5.7958      
  7926.6        3.0655        1.3578        1.1487        5.5720      
  8081.5        2.8729        1.3668        1.1215        5.3613      
  8239.6        2.6923        1.3758        1.0948        5.1629      
  8400.7        2.5230        1.3847        1.0685        4.9761      
  8564.9        2.3642        1.3935        1.0426        4.8002      
  8732.4        2.2152        1.4021        1.0171        4.6345      
  8903.1        2.0756        1.4107       0.99214        4.4785      
  9077.2        1.9462        1.4193       0.96756        4.3330      
  9254.7        1.8249        1.4277       0.94341        4.1959      
  9435.6        1.7111        1.4360       0.91970        4.0667      
  9620.1        1.6043        1.4442       0.89642        3.9449      
  9808.2        1.5042        1.4523       0.87357        3.8300      
  10000.        1.4103        1.4603       0.85114        3.7217      
  10196.        1.3222        1.4682       0.82915        3.6195      
  10395.        1.2396        1.4760       0.80757        3.5232      
  10598.        1.1622        1.4836       0.78642        3.4322      
  10805.        1.0896        1.4912       0.76569        3.3464      
  11017.        1.0215        1.4986       0.74537        3.2655      
  11232.       0.95758        1.5060       0.72547        3.1890      
  11452.       0.89769        1.5132       0.70597        3.1169      
  11676.       0.84152        1.5203       0.68689        3.0487      
  11904.       0.78886        1.5273       0.66820        2.9843      
  12137.       0.73947        1.5342       0.64991        2.9235      
  12374.       0.69317        1.5409       0.63202        2.8661      
  12616.       0.64975        1.5475       0.61451        2.8118      
  12862.       0.60904        1.5540       0.59739        2.7604      
  13114.       0.57087        1.5604       0.58065        2.7119      
  13370.       0.53508        1.5666       0.56429        2.6660      
  13632.       0.50152        1.5727       0.54830        2.6226      
  13898.       0.47006        1.5787       0.53268        2.5815      
  14170.       0.44057        1.5846       0.51742        2.5426      
  14447.       0.41292        1.5903       0.50252        2.5057      
  14730.       0.38700        1.5959       0.48796        2.4709      
  15018.       0.36269        1.6014       0.47376        2.4378      
  15311.       0.33991        1.6067       0.45990        2.4065      
  15611.       0.31855        1.6119       0.44637        2.3768      
  15916.       0.29853        1.6169       0.43318        2.3486      
  16227.       0.27976        1.6218       0.42031        2.3219      
  16544.       0.26217        1.6266       0.40776        2.2966      
  16868.       0.24568        1.6313       0.39553        2.2725      
  17198.       0.23022        1.6358       0.38361        2.2496      
  17534.       0.21573        1.6401       0.37199        2.2278      
  17877.       0.20215        1.6443       0.36067        2.2072      
  18226.       0.18942        1.6484       0.34965        2.1875      
  18583.       0.17748        1.6524       0.33891        2.1687      
  18946.       0.16630        1.6562       0.32845        2.1509      
  19316.       0.15582        1.6598       0.31828        2.1339      
  19694.       0.14599        1.6633       0.30837        2.1177      
  20079.       0.13679        1.6667       0.29873        2.1022      
  20472.       0.12816        1.6699       0.28936        2.0874      
  20872.       0.12007        1.6730       0.28023        2.0733      
  21280.       0.11249        1.6759       0.27136        2.0598      
  21696.       0.10539        1.6787       0.26274        2.0468      
  22120.       0.98734E-01    1.6814       0.25435        2.0344      
  22553.       0.92497E-01    1.6839       0.24620        2.0226      
  22994.       0.86652E-01    1.6862       0.23828        2.0111      
  23443.       0.81175E-01    1.6884       0.23059        2.0002      
  23902.       0.76042E-01    1.6905       0.22311        1.9896      
  24369.       0.71233E-01    1.6924       0.21585        1.9795      
  24846.       0.66727E-01    1.6942       0.20880        1.9697      
  25331.       0.62568E-01    1.6958       0.20195        1.9603      
  25827.       0.58674E-01    1.6973       0.19531        1.9513      
  26332.       0.55024E-01    1.6986       0.18886        1.9425      
  26847.       0.51601E-01    1.6998       0.18260        1.9340      
  27372.       0.48388E-01    1.7009       0.17652        1.9258      
  27907.       0.45374E-01    1.7018       0.17063        1.9178      
  28452.       0.42546E-01    1.7026       0.16492        1.9100      
  29009.       0.39894E-01    1.7032       0.15937        1.9025      
  29576.       0.37406E-01    1.7037       0.15400        1.8951      
  30154.       0.35073E-01    1.7040       0.14879        1.8879      
  30744.       0.32884E-01    1.7042       0.14374        1.8809      
  31345.       0.30832E-01    1.7043       0.13885        1.8740      
  31958.       0.28906E-01    1.7042       0.13410        1.8672      
  32583.       0.27101E-01    1.7040       0.12951        1.8606      
  33220.       0.25407E-01    1.7036       0.12506        1.8541      
  33869.       0.23819E-01    1.7031       0.12075        1.8477      
  34531.       0.22330E-01    1.7025       0.11657        1.8414      
  35207.       0.20933E-01    1.7017       0.11253        1.8352      
  35895.       0.19623E-01    1.7008       0.10861        1.8290      
  36597.       0.18395E-01    1.6998       0.10483        1.8230      
  37312.       0.17243E-01    1.6986       0.10116        1.8170      
  38042.       0.16163E-01    1.6973       0.97611E-01    1.8110      
  38786.       0.15150E-01    1.6958       0.94177E-01    1.8052      
  39544.       0.14201E-01    1.6942       0.90856E-01    1.7993      
  40317.       0.13310E-01    1.6925       0.87643E-01    1.7935      
  41106.       0.12475E-01    1.6907       0.84535E-01    1.7877      
  41909.       0.11693E-01    1.6887       0.81530E-01    1.7820      
  42729.       0.10959E-01    1.6866       0.78625E-01    1.7762      
  43564.       0.10271E-01    1.6844       0.75815E-01    1.7705      
  44416.       0.96255E-02    1.6821       0.73100E-01    1.7648      
  45284.       0.90208E-02    1.6796       0.70475E-01    1.7591      
  46170.       0.84538E-02    1.6770       0.67939E-01    1.7534      
  47073.       0.79223E-02    1.6743       0.65488E-01    1.7477      
  47993.       0.74240E-02    1.6714       0.63120E-01    1.7420      
  48931.       0.69569E-02    1.6685       0.60832E-01    1.7363      
  49888.       0.65191E-02    1.6654       0.58622E-01    1.7305      
  50863.       0.61087E-02    1.6622       0.56488E-01    1.7248      
  51858.       0.57239E-02    1.6589       0.54427E-01    1.7190      
  52872.       0.53633E-02    1.6555       0.52437E-01    1.7133      
  53906.       0.50253E-02    1.6519       0.50515E-01    1.7075      
  54960.       0.47085E-02    1.6483       0.48661E-01    1.7016      
  56034.       0.44116E-02    1.6445       0.46870E-01    1.6958      
  57130.       0.41332E-02    1.6406       0.45142E-01    1.6899      
  58247.       0.38724E-02    1.6366       0.43475E-01    1.6840      
  59386.       0.36279E-02    1.6326       0.41866E-01    1.6780      
  60547.       0.33988E-02    1.6284       0.40313E-01    1.6721      
  61731.       0.31841E-02    1.6241       0.38815E-01    1.6661      
  62938.       0.29829E-02    1.6197       0.37371E-01    1.6600      
  64168.       0.27943E-02    1.6152       0.35977E-01    1.6539      
  65423.       0.26176E-02    1.6105       0.34633E-01    1.6478      
  66702.       0.24521E-02    1.6058       0.33337E-01    1.6416      
  68006.       0.22969E-02    1.6010       0.32088E-01    1.6354      
  69336.       0.21515E-02    1.5962       0.30883E-01    1.6292      
  70692.       0.20153E-02    1.5912       0.29722E-01    1.6229      
  72074.       0.18876E-02    1.5861       0.28602E-01    1.6166      
  73483.       0.17680E-02    1.5809       0.27523E-01    1.6102      
