#Mass attenuation coefficient data are from the following:
#Theoretical Form Factor, Attenuation, and Scattering Tabulation for 
#Z = 1 - 92 from E = 1 - 10 eV to E = 0.4 - 1.0 MeV 
# C. T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995) 

#S 1 H    E(KeV)      mu(cm^2/g)
2.080733e+00  9.782000e-01
2.224304e+00  8.505700e-01
2.377781e+00  7.482500e-01
2.541848e+00  6.663400e-01
2.717235e+00  6.009100e-01
2.904724e+00  5.488000e-01
3.105150e+00  5.074500e-01
3.319406e+00  4.748200e-01
3.548445e+00  4.492600e-01
3.793288e+00  4.294100e-01
4.055024e+00  4.142200e-01
4.334821e+00  4.027700e-01
4.633924e+00  3.943700e-01
4.953664e+00  3.884200e-01
5.295467e+00  3.844400e-01
5.660855e+00  3.820200e-01
6.051453e+00  3.808500e-01
6.469004e+00  3.806500e-01
6.915365e+00  3.812000e-01
7.392525e+00  3.822800e-01
7.902609e+00  3.837600e-01
8.447890e+00  3.854800e-01
9.030794e+00  3.873400e-01
9.653919e+00  3.892400e-01
1.032004e+01  3.911000e-01
1.103212e+01  3.928400e-01
1.179334e+01  3.944200e-01
1.260708e+01  3.957700e-01
1.347697e+01  3.968700e-01
1.440688e+01  3.976800e-01
1.540095e+01  3.981600e-01
1.646362e+01  3.983100e-01
1.759961e+01  3.981000e-01
1.881398e+01  3.975500e-01
2.011215e+01  3.966200e-01
2.149988e+01  3.953200e-01
2.298338e+01  3.936500e-01
2.456923e+01  3.916200e-01
2.626450e+01  3.892300e-01
2.807676e+01  3.865100e-01
3.001405e+01  3.834400e-01
3.208502e+01  3.800600e-01
3.429889e+01  3.763700e-01
3.666551e+01  3.723900e-01
3.919543e+01  3.681400e-01
4.189992e+01  3.636400e-01
4.479101e+01  3.589100e-01
4.788159e+01  3.539600e-01
5.118542e+01  3.488100e-01
5.471721e+01  3.435000e-01
5.849270e+01  3.380200e-01
6.252870e+01  3.324000e-01
6.684318e+01  3.266800e-01
7.145536e+01  3.208500e-01
7.638578e+01  3.149400e-01
8.165640e+01  3.089800e-01
8.729069e+01  3.029600e-01
9.331374e+01  2.969100e-01
9.975239e+01  2.908600e-01
1.066353e+02  2.848000e-01
1.139931e+02  2.787500e-01
1.218587e+02  2.727400e-01
1.302669e+02  2.667600e-01
1.392553e+02  2.608300e-01
1.488640e+02  2.549700e-01
1.591356e+02  2.491800e-01
1.701159e+02  2.434600e-01
1.818539e+02  2.378400e-01
1.944018e+02  2.323100e-01

#S 2 He    E(KeV)      mu(cm^2/g)
2.080733e+00  5.885000e+00
2.224304e+00  4.746600e+00
2.377781e+00  3.836600e+00
2.541848e+00  3.109500e+00
2.717235e+00  2.528500e+00
2.904724e+00  2.064300e+00
3.105150e+00  1.693500e+00
3.319406e+00  1.397200e+00
3.548445e+00  1.160300e+00
3.793288e+00  9.710100e-01
4.055024e+00  8.196000e-01
4.334821e+00  6.984700e-01
4.633924e+00  6.014800e-01
4.953664e+00  5.238200e-01
5.295467e+00  4.615800e-01
5.660855e+00  4.116800e-01
6.051453e+00  3.716800e-01
6.469004e+00  3.395800e-01
6.915365e+00  3.138200e-01
7.392525e+00  2.931500e-01
7.902609e+00  2.765700e-01
8.447890e+00  2.632700e-01
9.030794e+00  2.525900e-01
9.653919e+00  2.440200e-01
1.032004e+01  2.371400e-01
1.103212e+01  2.316000e-01
1.179334e+01  2.271200e-01
1.260708e+01  2.234800e-01
1.347697e+01  2.204900e-01
1.440688e+01  2.179900e-01
1.540095e+01  2.158700e-01
1.646362e+01  2.140100e-01
1.759961e+01  2.123300e-01
1.881398e+01  2.107800e-01
2.011215e+01  2.092700e-01
2.149988e+01  2.077900e-01
2.298338e+01  2.062700e-01
2.456923e+01  2.046900e-01
2.626450e+01  2.030400e-01
2.807676e+01  2.012900e-01
3.001405e+01  1.994200e-01
3.208502e+01  1.974300e-01
3.429889e+01  1.953200e-01
3.666551e+01  1.931000e-01
3.919543e+01  1.907300e-01
4.189992e+01  1.882500e-01
4.479101e+01  1.856500e-01
4.788159e+01  1.829300e-01
5.118542e+01  1.801100e-01
5.471721e+01  1.772000e-01
5.849270e+01  1.741900e-01
6.252870e+01  1.711200e-01
6.684318e+01  1.679700e-01
7.145536e+01  1.647600e-01
7.638578e+01  1.615100e-01
8.165640e+01  1.582200e-01
8.729069e+01  1.549100e-01
9.331374e+01  1.515900e-01
9.975239e+01  1.482600e-01
1.066353e+02  1.449300e-01
1.139931e+02  1.416000e-01
1.218587e+02  1.383000e-01
1.302669e+02  1.350400e-01
1.392553e+02  1.318100e-01
1.488640e+02  1.286200e-01
1.591356e+02  1.254800e-01
1.701159e+02  1.224000e-01
1.818539e+02  1.193700e-01
1.944018e+02  1.164100e-01

#S 3 Li    E(KeV)      mu(cm^2/g)
